stn_name,SERONGA POLICE STATION
geo,"22.399999841315843,-18.82000164235471"
1988-05-07T00:00:00,No data
1988-05-08T00:00:00,No data
1988-05-09T00:00:00,No data
1988-05-10T00:00:00,No data
1988-05-11T00:00:00,No data
1988-05-12T00:00:00,No data
1988-05-13T00:00:00,No data
1988-05-14T00:00:00,No data
1988-05-15T00:00:00,No data
1988-05-16T00:00:00,No data
1988-05-17T00:00:00,No data
1988-05-18T00:00:00,No data
1988-05-19T00:00:00,No data
1988-05-20T00:00:00,No data
1988-05-21T00:00:00,No data
1988-05-22T00:00:00,No data
1988-05-23T00:00:00,No data
1988-05-24T00:00:00,No data
1988-05-25T00:00:00,No data
1988-05-26T00:00:00,No data
1988-05-27T00:00:00,No data
1988-05-28T00:00:00,No data
1988-05-29T00:00:00,No data
1988-05-30T00:00:00,No data
1988-05-31T00:00:00,No data
1988-06-01T00:00:00,No data
1988-06-02T00:00:00,No data
1988-06-03T00:00:00,No data
1988-06-04T00:00:00,No data
1988-06-05T00:00:00,No data
1988-06-06T00:00:00,No data
1988-06-07T00:00:00,No data
1988-06-08T00:00:00,No data
1988-06-09T00:00:00,No data
1988-06-10T00:00:00,No data
1988-06-11T00:00:00,No data
1988-06-12T00:00:00,No data
1988-06-13T00:00:00,No data
1988-06-14T00:00:00,No data
1988-06-15T00:00:00,No data
1988-06-16T00:00:00,No data
1988-06-17T00:00:00,No data
1988-06-18T00:00:00,No data
1988-06-19T00:00:00,No data
1988-06-20T00:00:00,No data
1988-06-21T00:00:00,No data
1988-06-22T00:00:00,No data
1988-06-23T00:00:00,No data
1988-06-24T00:00:00,No data
1988-06-25T00:00:00,No data
1988-06-26T00:00:00,No data
1988-06-27T00:00:00,No data
1988-06-28T00:00:00,No data
1988-06-29T00:00:00,No data
1988-06-30T00:00:00,No data
1988-07-01T00:00:00,No data
1988-07-02T00:00:00,No data
1988-07-03T00:00:00,No data
1988-07-04T00:00:00,No data
1988-07-05T00:00:00,No data
1988-07-06T00:00:00,No data
1988-07-07T00:00:00,No data
1988-07-08T00:00:00,No data
1988-07-09T00:00:00,No data
1988-07-10T00:00:00,No data
1988-07-11T00:00:00,No data
1988-07-12T00:00:00,No data
1988-07-13T00:00:00,No data
1988-07-14T00:00:00,No data
1988-07-15T00:00:00,No data
1988-07-16T00:00:00,No data
1988-07-17T00:00:00,No data
1988-07-18T00:00:00,No data
1988-07-19T00:00:00,No data
1988-07-20T00:00:00,No data
1988-07-21T00:00:00,No data
1988-07-22T00:00:00,No data
1988-07-23T00:00:00,No data
1988-07-24T00:00:00,No data
1988-07-25T00:00:00,No data
1988-07-26T00:00:00,No data
1988-07-27T00:00:00,No data
1988-07-28T00:00:00,No data
1988-07-29T00:00:00,No data
1988-07-30T00:00:00,No data
1988-07-31T00:00:00,No data
1988-08-01T00:00:00,No data
1988-08-02T00:00:00,No data
1988-08-03T00:00:00,No data
1988-08-04T00:00:00,No data
1988-08-05T00:00:00,No data
1988-08-06T00:00:00,No data
1988-08-07T00:00:00,No data
1988-08-08T00:00:00,No data
1988-08-09T00:00:00,No data
1988-08-10T00:00:00,No data
1988-08-11T00:00:00,No data
1988-08-12T00:00:00,No data
1988-08-13T00:00:00,No data
1988-08-14T00:00:00,No data
1988-08-15T00:00:00,No data
1988-08-16T00:00:00,No data
1988-08-17T00:00:00,No data
1988-08-18T00:00:00,No data
1988-08-19T00:00:00,No data
1988-08-20T00:00:00,No data
1988-08-21T00:00:00,No data
1988-08-22T00:00:00,No data
1988-08-23T00:00:00,No data
1988-08-24T00:00:00,No data
1988-08-25T00:00:00,No data
1988-08-26T00:00:00,No data
1988-08-27T00:00:00,No data
1988-08-28T00:00:00,No data
1988-08-29T00:00:00,No data
1988-08-30T00:00:00,No data
1988-08-31T00:00:00,No data
1988-09-01T00:00:00,No data
1988-09-02T00:00:00,No data
1988-09-03T00:00:00,No data
1988-09-04T00:00:00,No data
1988-09-05T00:00:00,No data
1988-09-06T00:00:00,No data
1988-09-07T00:00:00,No data
1988-09-08T00:00:00,No data
1988-09-09T00:00:00,No data
1988-09-10T00:00:00,No data
1988-09-11T00:00:00,No data
1988-09-12T00:00:00,No data
1988-09-13T00:00:00,No data
1988-09-14T00:00:00,No data
1988-09-15T00:00:00,No data
1988-09-16T00:00:00,No data
1988-09-17T00:00:00,No data
1988-09-18T00:00:00,No data
1988-09-19T00:00:00,No data
1988-09-20T00:00:00,No data
1988-09-21T00:00:00,No data
1988-09-22T00:00:00,No data
1988-09-23T00:00:00,No data
1988-09-24T00:00:00,No data
1988-09-25T00:00:00,No data
1988-09-26T00:00:00,No data
1988-09-27T00:00:00,No data
1988-09-28T00:00:00,No data
1988-09-29T00:00:00,No data
1988-09-30T00:00:00,No data
1988-10-01T00:00:00,No data
1988-10-02T00:00:00,No data
1988-10-03T00:00:00,No data
1988-10-04T00:00:00,No data
1988-10-05T00:00:00,No data
1988-10-06T00:00:00,No data
1988-10-07T00:00:00,No data
1988-10-08T00:00:00,12.17592144
1988-10-09T00:00:00,No data
1988-10-10T00:00:00,No data
1988-10-11T00:00:00,No data
1988-10-12T00:00:00,No data
1988-10-13T00:00:00,No data
1988-10-14T00:00:00,9.538063049
1988-10-15T00:00:00,No data
1988-10-16T00:00:00,No data
1988-10-17T00:00:00,No data
1988-10-18T00:00:00,No data
1988-10-19T00:00:00,No data
1988-10-20T00:00:00,5.067152977
1988-10-21T00:00:00,No data
1988-10-22T00:00:00,No data
1988-10-23T00:00:00,No data
1988-10-24T00:00:00,No data
1988-10-25T00:00:00,No data
1988-10-26T00:00:00,No data
1988-10-27T00:00:00,No data
1988-10-28T00:00:00,No data
1988-10-29T00:00:00,No data
1988-10-30T00:00:00,No data
1988-10-31T00:00:00,No data
1988-11-01T00:00:00,No data
1988-11-02T00:00:00,No data
1988-11-03T00:00:00,No data
1988-11-04T00:00:00,No data
1988-11-05T00:00:00,No data
1988-11-06T00:00:00,No data
1988-11-07T00:00:00,No data
1988-11-08T00:00:00,6.894471645
1988-11-09T00:00:00,7.935147285
1988-11-10T00:00:00,No data
1988-11-11T00:00:00,No data
1988-11-12T00:00:00,No data
1988-11-13T00:00:00,No data
1988-11-14T00:00:00,No data
1988-11-15T00:00:00,No data
1988-11-16T00:00:00,No data
1988-11-17T00:00:00,No data
1988-11-18T00:00:00,No data
1988-11-19T00:00:00,No data
1988-11-20T00:00:00,No data
1988-11-21T00:00:00,No data
1988-11-22T00:00:00,No data
1988-11-23T00:00:00,No data
1988-11-24T00:00:00,No data
1988-11-25T00:00:00,No data
1988-11-26T00:00:00,No data
1988-11-27T00:00:00,8.501450539
1988-11-28T00:00:00,No data
1988-11-29T00:00:00,8.501450539
1988-11-30T00:00:00,No data
1988-12-01T00:00:00,No data
1988-12-02T00:00:00,No data
1988-12-03T00:00:00,7.915202141
1988-12-04T00:00:00,No data
1988-12-05T00:00:00,1.978800535
1988-12-06T00:00:00,4.035037994
1988-12-07T00:00:00,No data
1988-12-08T00:00:00,No data
1988-12-09T00:00:00,4.035037994
1988-12-10T00:00:00,8.070075989
1988-12-11T00:00:00,No data
1988-12-12T00:00:00,7.385102749
1988-12-13T00:00:00,No data
1988-12-14T00:00:00,7.385102749
1988-12-15T00:00:00,8.440116882
1988-12-16T00:00:00,No data
1988-12-17T00:00:00,No data
1988-12-18T00:00:00,6.814204693
1988-12-19T00:00:00,8.865082741
1988-12-20T00:00:00,23.55200958
1988-12-21T00:00:00,No data
1988-12-22T00:00:00,No data
1988-12-23T00:00:00,7.340409756
1988-12-24T00:00:00,No data
1988-12-25T00:00:00,No data
1988-12-26T00:00:00,No data
1988-12-27T00:00:00,10.14317131
1988-12-28T00:00:00,5.071585655
1988-12-29T00:00:00,2.535792828
1988-12-30T00:00:00,5.071585655
1988-12-31T00:00:00,7.607378006
1989-01-01T00:00:00,15.17747211
1989-01-02T00:00:00,17.34568405
1989-01-03T00:00:00,25.29578781
1989-01-04T00:00:00,30.35494423
1989-01-05T00:00:00,10.11831474
1989-01-06T00:00:00,2.901491642
1989-01-07T00:00:00,2.214296579
1989-01-08T00:00:00,4.67292881
1989-01-09T00:00:00,8.3227005
1989-01-10T00:00:00,6.368010998
1989-01-11T00:00:00,No data
1989-01-12T00:00:00,No data
1989-01-13T00:00:00,No data
1989-01-14T00:00:00,No data
1989-01-15T00:00:00,No data
1989-01-16T00:00:00,No data
1989-01-17T00:00:00,No data
1989-01-18T00:00:00,3.252153635
1989-01-19T00:00:00,No data
1989-01-20T00:00:00,No data
1989-01-21T00:00:00,12.0978756
1989-01-22T00:00:00,4.032625198
1989-01-23T00:00:00,No data
1989-01-24T00:00:00,No data
1989-01-25T00:00:00,13.82614422
1989-01-26T00:00:00,9.726577759
1989-01-27T00:00:00,50.9071579
1989-01-28T00:00:00,2.335190773
1989-01-29T00:00:00,12.44758224
1989-01-30T00:00:00,6.985266209
1989-01-31T00:00:00,9.848413467
1989-02-01T00:00:00,9.393638611
1989-02-02T00:00:00,15.43369389
1989-02-03T00:00:00,15.36157417
1989-02-04T00:00:00,4.795984268
1989-02-05T00:00:00,No data
1989-02-06T00:00:00,No data
1989-02-07T00:00:00,6.220566273
1989-02-08T00:00:00,12.44113255
1989-02-09T00:00:00,12.44113255
1989-02-10T00:00:00,6.220566273
1989-02-11T00:00:00,20.62939835
1989-02-12T00:00:00,10.31469917
1989-02-13T00:00:00,No data
1989-02-14T00:00:00,No data
1989-02-15T00:00:00,No data
1989-02-16T00:00:00,No data
1989-02-17T00:00:00,2.157199144
1989-02-18T00:00:00,14.73012733
1989-02-19T00:00:00,3.911935329
1989-02-20T00:00:00,8.419516563
1989-02-21T00:00:00,16.70539093
1989-02-22T00:00:00,No data
1989-02-23T00:00:00,16.70539093
1989-02-24T00:00:00,38.97924805
1989-02-25T00:00:00,11.13692856
1989-02-26T00:00:00,1.978660941
1989-02-27T00:00:00,No data
1989-02-28T00:00:00,1.978660941
1989-03-01T00:00:00,No data
1989-03-02T00:00:00,No data
1989-03-03T00:00:00,No data
1989-03-04T00:00:00,No data
1989-03-05T00:00:00,No data
1989-03-06T00:00:00,No data
1989-03-07T00:00:00,No data
1989-03-08T00:00:00,No data
1989-03-09T00:00:00,No data
1989-03-10T00:00:00,No data
1989-03-11T00:00:00,No data
1989-03-12T00:00:00,No data
1989-03-13T00:00:00,No data
1989-03-14T00:00:00,No data
1989-03-15T00:00:00,5.054298401
1989-03-16T00:00:00,No data
1989-03-17T00:00:00,5.303042889
1989-03-18T00:00:00,3.030310392
1989-03-19T00:00:00,No data
1989-03-20T00:00:00,No data
1989-03-21T00:00:00,No data
1989-03-22T00:00:00,No data
1989-03-23T00:00:00,No data
1989-03-24T00:00:00,No data
1989-03-25T00:00:00,No data
1989-03-26T00:00:00,No data
1989-03-27T00:00:00,No data
1989-03-28T00:00:00,11.55084229
1989-03-29T00:00:00,No data
1989-03-30T00:00:00,17.32626343
1989-03-31T00:00:00,No data
1989-04-01T00:00:00,5.191289902
1989-04-02T00:00:00,10.3825798
1989-04-03T00:00:00,No data
1989-04-04T00:00:00,No data
1989-04-05T00:00:00,No data
1989-04-06T00:00:00,No data
1989-04-07T00:00:00,No data
1989-04-08T00:00:00,No data
1989-04-09T00:00:00,No data
1989-04-10T00:00:00,No data
1989-04-11T00:00:00,No data
1989-04-12T00:00:00,No data
1989-04-13T00:00:00,No data
1989-04-14T00:00:00,No data
1989-04-15T00:00:00,No data
1989-04-16T00:00:00,No data
1989-04-17T00:00:00,No data
1989-04-18T00:00:00,No data
1989-04-19T00:00:00,No data
1989-04-20T00:00:00,9.365489006
1989-04-21T00:00:00,8.490194321
1989-04-22T00:00:00,No data
1989-04-23T00:00:00,No data
1989-04-24T00:00:00,No data
1989-04-25T00:00:00,No data
1989-04-26T00:00:00,No data
1989-04-27T00:00:00,No data
1989-04-28T00:00:00,No data
1989-04-29T00:00:00,No data
1989-04-30T00:00:00,No data
1989-05-01T00:00:00,No data
1989-05-02T00:00:00,No data
1989-05-03T00:00:00,No data
1989-05-04T00:00:00,No data
1989-05-05T00:00:00,No data
1989-05-06T00:00:00,No data
1989-05-07T00:00:00,No data
1989-05-08T00:00:00,No data
1989-05-09T00:00:00,No data
1989-05-10T00:00:00,No data
1989-05-11T00:00:00,No data
1989-05-12T00:00:00,No data
1989-05-13T00:00:00,No data
1989-05-14T00:00:00,No data
1989-05-15T00:00:00,No data
1989-05-16T00:00:00,No data
1989-05-17T00:00:00,No data
1989-05-18T00:00:00,No data
1989-05-19T00:00:00,No data
1989-05-20T00:00:00,No data
1989-05-21T00:00:00,No data
1989-05-22T00:00:00,No data
1989-05-23T00:00:00,No data
1989-05-24T00:00:00,No data
1989-05-25T00:00:00,No data
1989-05-26T00:00:00,No data
1989-05-27T00:00:00,No data
1989-05-28T00:00:00,No data
1989-05-29T00:00:00,No data
1989-05-30T00:00:00,No data
1989-05-31T00:00:00,No data
1989-06-01T00:00:00,No data
1989-06-02T00:00:00,No data
1989-06-03T00:00:00,No data
1989-06-04T00:00:00,No data
1989-06-05T00:00:00,No data
1989-06-06T00:00:00,No data
1989-06-07T00:00:00,No data
1989-06-08T00:00:00,No data
1989-06-09T00:00:00,No data
1989-06-10T00:00:00,No data
1989-06-11T00:00:00,No data
1989-06-12T00:00:00,No data
1989-06-13T00:00:00,No data
1989-06-14T00:00:00,No data
1989-06-15T00:00:00,No data
1989-06-16T00:00:00,No data
1989-06-17T00:00:00,No data
1989-06-18T00:00:00,No data
1989-06-19T00:00:00,No data
1989-06-20T00:00:00,No data
1989-06-21T00:00:00,No data
1989-06-22T00:00:00,No data
1989-06-23T00:00:00,No data
1989-06-24T00:00:00,No data
1989-06-25T00:00:00,No data
1989-06-26T00:00:00,No data
1989-06-27T00:00:00,No data
1989-06-28T00:00:00,No data
1989-06-29T00:00:00,No data
1989-06-30T00:00:00,No data
1989-07-01T00:00:00,No data
1989-07-02T00:00:00,No data
1989-07-03T00:00:00,No data
1989-07-04T00:00:00,No data
1989-07-05T00:00:00,No data
1989-07-06T00:00:00,No data
1989-07-07T00:00:00,No data
1989-07-08T00:00:00,No data
1989-07-09T00:00:00,No data
1989-07-10T00:00:00,No data
1989-07-11T00:00:00,No data
1989-07-12T00:00:00,No data
1989-07-13T00:00:00,No data
1989-07-14T00:00:00,No data
1989-07-15T00:00:00,No data
1989-07-16T00:00:00,No data
1989-07-17T00:00:00,No data
1989-07-18T00:00:00,No data
1989-07-19T00:00:00,No data
1989-07-20T00:00:00,No data
1989-07-21T00:00:00,No data
1989-07-22T00:00:00,No data
1989-07-23T00:00:00,No data
1989-07-24T00:00:00,No data
1989-07-25T00:00:00,No data
1989-07-26T00:00:00,No data
1989-07-27T00:00:00,No data
1989-07-28T00:00:00,No data
1989-07-29T00:00:00,No data
1989-07-30T00:00:00,No data
1989-07-31T00:00:00,No data
1989-08-01T00:00:00,No data
1989-08-02T00:00:00,No data
1989-08-03T00:00:00,No data
1989-08-04T00:00:00,No data
1989-08-05T00:00:00,No data
1989-08-06T00:00:00,No data
1989-08-07T00:00:00,No data
1989-08-08T00:00:00,No data
1989-08-09T00:00:00,No data
1989-08-10T00:00:00,No data
1989-08-11T00:00:00,No data
1989-08-12T00:00:00,No data
1989-08-13T00:00:00,No data
1989-08-14T00:00:00,No data
1989-08-15T00:00:00,No data
1989-08-16T00:00:00,No data
1989-08-17T00:00:00,No data
1989-08-18T00:00:00,No data
1989-08-19T00:00:00,No data
1989-08-20T00:00:00,No data
1989-08-21T00:00:00,No data
1989-08-22T00:00:00,No data
1989-08-23T00:00:00,No data
1989-08-24T00:00:00,No data
1989-08-25T00:00:00,No data
1989-08-26T00:00:00,No data
1989-08-27T00:00:00,No data
1989-08-28T00:00:00,No data
1989-08-29T00:00:00,No data
1989-08-30T00:00:00,No data
1989-08-31T00:00:00,No data
1989-09-01T00:00:00,No data
1989-09-02T00:00:00,No data
1989-09-03T00:00:00,No data
1989-09-04T00:00:00,No data
1989-09-05T00:00:00,No data
1989-09-06T00:00:00,No data
1989-09-07T00:00:00,No data
1989-09-08T00:00:00,No data
1989-09-09T00:00:00,No data
1989-09-10T00:00:00,No data
1989-09-11T00:00:00,No data
1989-09-12T00:00:00,No data
1989-09-13T00:00:00,No data
1989-09-14T00:00:00,No data
1989-09-15T00:00:00,No data
1989-09-16T00:00:00,No data
1989-09-17T00:00:00,No data
1989-09-18T00:00:00,No data
1989-09-19T00:00:00,No data
1989-09-20T00:00:00,No data
1989-09-21T00:00:00,No data
1989-09-22T00:00:00,No data
1989-09-23T00:00:00,No data
1989-09-24T00:00:00,No data
1989-09-25T00:00:00,No data
1989-09-26T00:00:00,No data
1989-09-27T00:00:00,No data
1989-09-28T00:00:00,No data
1989-09-29T00:00:00,No data
1989-09-30T00:00:00,No data
1989-10-01T00:00:00,No data
1989-10-02T00:00:00,No data
1989-10-03T00:00:00,No data
1989-10-04T00:00:00,No data
1989-10-05T00:00:00,No data
1989-10-06T00:00:00,No data
1989-10-07T00:00:00,No data
1989-10-08T00:00:00,14.69778728
1989-10-09T00:00:00,No data
1989-10-10T00:00:00,No data
1989-10-11T00:00:00,No data
1989-10-12T00:00:00,No data
1989-10-13T00:00:00,No data
1989-10-14T00:00:00,No data
1989-10-15T00:00:00,No data
1989-10-16T00:00:00,No data
1989-10-17T00:00:00,No data
1989-10-18T00:00:00,No data
1989-10-19T00:00:00,No data
1989-10-20T00:00:00,No data
1989-10-21T00:00:00,No data
1989-10-22T00:00:00,No data
1989-10-23T00:00:00,7.491257191
1989-10-24T00:00:00,No data
1989-10-25T00:00:00,No data
1989-10-26T00:00:00,No data
1989-10-27T00:00:00,No data
1989-10-28T00:00:00,No data
1989-10-29T00:00:00,No data
1989-10-30T00:00:00,No data
1989-10-31T00:00:00,No data
1989-11-01T00:00:00,No data
1989-11-02T00:00:00,No data
1989-11-03T00:00:00,No data
1989-11-04T00:00:00,0.753294349
1989-11-05T00:00:00,0.46756205
1989-11-06T00:00:00,No data
1989-11-07T00:00:00,No data
1989-11-08T00:00:00,1.672397971
1989-11-09T00:00:00,4.022794724
1989-11-10T00:00:00,No data
1989-11-11T00:00:00,No data
1989-11-12T00:00:00,No data
1989-11-13T00:00:00,No data
1989-11-14T00:00:00,No data
1989-11-15T00:00:00,8.046935081
1989-11-16T00:00:00,No data
1989-11-17T00:00:00,No data
1989-11-18T00:00:00,No data
1989-11-19T00:00:00,No data
1989-11-20T00:00:00,No data
1989-11-21T00:00:00,No data
1989-11-22T00:00:00,No data
1989-11-23T00:00:00,No data
1989-11-24T00:00:00,No data
1989-11-25T00:00:00,No data
1989-11-26T00:00:00,No data
1989-11-27T00:00:00,No data
1989-11-28T00:00:00,2.915749788
1989-11-29T00:00:00,No data
1989-11-30T00:00:00,5.831499577
1989-12-01T00:00:00,No data
1989-12-02T00:00:00,No data
1989-12-03T00:00:00,6.552462101
1989-12-04T00:00:00,No data
1989-12-05T00:00:00,No data
1989-12-06T00:00:00,No data
1989-12-07T00:00:00,No data
1989-12-08T00:00:00,No data
1989-12-09T00:00:00,1.985473156
1989-12-10T00:00:00,No data
1989-12-11T00:00:00,10.01968765
1989-12-12T00:00:00,10.01968765
1989-12-13T00:00:00,No data
1989-12-14T00:00:00,No data
1989-12-15T00:00:00,No data
1989-12-16T00:00:00,No data
1989-12-17T00:00:00,No data
1989-12-18T00:00:00,No data
1989-12-19T00:00:00,No data
1989-12-20T00:00:00,No data
1989-12-21T00:00:00,No data
1989-12-22T00:00:00,No data
1989-12-23T00:00:00,No data
1989-12-24T00:00:00,No data
1989-12-25T00:00:00,No data
1989-12-26T00:00:00,No data
1989-12-27T00:00:00,No data
1989-12-28T00:00:00,13.05304146
1989-12-29T00:00:00,No data
1989-12-30T00:00:00,No data
1989-12-31T00:00:00,13.05304146
1990-01-01T00:00:00,1.398416758
1990-01-02T00:00:00,No data
1990-01-03T00:00:00,4.530870914
1990-01-04T00:00:00,No data
1990-01-05T00:00:00,2.293403864
1990-01-06T00:00:00,1.535966277
1990-01-07T00:00:00,6.341145992
1990-01-08T00:00:00,11.4140625
1990-01-09T00:00:00,10.90677166
1990-01-10T00:00:00,6.792071342
1990-01-11T00:00:00,6.4929986
1990-01-12T00:00:00,9.739498138
1990-01-13T00:00:00,No data
1990-01-14T00:00:00,7.420570374
1990-01-15T00:00:00,No data
1990-01-16T00:00:00,No data
1990-01-17T00:00:00,No data
1990-01-18T00:00:00,6.3501544
1990-01-19T00:00:00,No data
1990-01-20T00:00:00,No data
1990-01-21T00:00:00,No data
1990-01-22T00:00:00,6.680668354
1990-01-23T00:00:00,13.36133671
1990-01-24T00:00:00,10.02100277
1990-01-25T00:00:00,6.680668354
1990-01-26T00:00:00,No data
1990-01-27T00:00:00,3.460165977
1990-01-28T00:00:00,10.38049793
1990-01-29T00:00:00,3.954475641
1990-01-30T00:00:00,No data
1990-01-31T00:00:00,No data
1990-02-01T00:00:00,2.569958925
1990-02-02T00:00:00,5.677815437
1990-02-03T00:00:00,No data
1990-02-04T00:00:00,No data
1990-02-05T00:00:00,No data
1990-02-06T00:00:00,No data
1990-02-07T00:00:00,15.15684605
1990-02-08T00:00:00,42.57720184
1990-02-09T00:00:00,No data
1990-02-10T00:00:00,No data
1990-02-11T00:00:00,No data
1990-02-12T00:00:00,No data
1990-02-13T00:00:00,No data
1990-02-14T00:00:00,2.814627409
1990-02-15T00:00:00,No data
1990-02-16T00:00:00,No data
1990-02-17T00:00:00,No data
1990-02-18T00:00:00,No data
1990-02-19T00:00:00,1.464804888
1990-02-20T00:00:00,No data
1990-02-21T00:00:00,No data
1990-02-22T00:00:00,1.883051395
1990-02-23T00:00:00,No data
1990-02-24T00:00:00,No data
1990-02-25T00:00:00,No data
1990-02-26T00:00:00,No data
1990-02-27T00:00:00,No data
1990-02-28T00:00:00,No data
1990-03-01T00:00:00,No data
1990-03-02T00:00:00,No data
1990-03-03T00:00:00,No data
1990-03-04T00:00:00,No data
1990-03-05T00:00:00,No data
1990-03-06T00:00:00,No data
1990-03-07T00:00:00,No data
1990-03-08T00:00:00,No data
1990-03-09T00:00:00,No data
1990-03-10T00:00:00,9.414197922
1990-03-11T00:00:00,3.720511436
1990-03-12T00:00:00,No data
1990-03-13T00:00:00,No data
1990-03-14T00:00:00,No data
1990-03-15T00:00:00,No data
1990-03-16T00:00:00,No data
1990-03-17T00:00:00,No data
1990-03-18T00:00:00,No data
1990-03-19T00:00:00,No data
1990-03-20T00:00:00,1.792143583
1990-03-21T00:00:00,1.563907146
1990-03-22T00:00:00,No data
1990-03-23T00:00:00,7.819536209
1990-03-24T00:00:00,4.691721439
1990-03-25T00:00:00,4.691721439
1990-03-26T00:00:00,3.27884388
1990-03-27T00:00:00,2.868988276
1990-03-28T00:00:00,No data
1990-03-29T00:00:00,No data
1990-03-30T00:00:00,No data
1990-03-31T00:00:00,No data
1990-04-01T00:00:00,No data
1990-04-02T00:00:00,6.67941761
1990-04-03T00:00:00,22.90085983
1990-04-04T00:00:00,No data
1990-04-05T00:00:00,6.67941761
1990-04-06T00:00:00,No data
1990-04-07T00:00:00,No data
1990-04-08T00:00:00,No data
1990-04-09T00:00:00,No data
1990-04-10T00:00:00,No data
1990-04-11T00:00:00,No data
1990-04-12T00:00:00,No data
1990-04-13T00:00:00,No data
1990-04-14T00:00:00,No data
1990-04-15T00:00:00,No data
1990-04-16T00:00:00,No data
1990-04-17T00:00:00,No data
1990-04-18T00:00:00,No data
1990-04-19T00:00:00,No data
1990-04-20T00:00:00,No data
1990-04-21T00:00:00,No data
1990-04-22T00:00:00,No data
1990-04-23T00:00:00,No data
1990-04-24T00:00:00,No data
1990-04-25T00:00:00,No data
1990-04-26T00:00:00,No data
1990-04-27T00:00:00,No data
1990-04-28T00:00:00,No data
1990-04-29T00:00:00,No data
1990-04-30T00:00:00,No data
1990-05-01T00:00:00,No data
1990-05-02T00:00:00,No data
1990-05-03T00:00:00,No data
1990-05-04T00:00:00,No data
1990-05-05T00:00:00,No data
1990-05-06T00:00:00,No data
1990-05-07T00:00:00,No data
1990-05-08T00:00:00,No data
1990-05-09T00:00:00,No data
1990-05-10T00:00:00,No data
1990-05-11T00:00:00,No data
1990-05-12T00:00:00,No data
1990-05-13T00:00:00,No data
1990-05-14T00:00:00,No data
1990-05-15T00:00:00,No data
1990-05-16T00:00:00,No data
1990-05-17T00:00:00,No data
1990-05-18T00:00:00,No data
1990-05-19T00:00:00,No data
1990-05-20T00:00:00,No data
1990-05-21T00:00:00,No data
1990-05-22T00:00:00,No data
1990-05-23T00:00:00,No data
1990-05-24T00:00:00,No data
1990-05-25T00:00:00,No data
1990-05-26T00:00:00,No data
1990-05-27T00:00:00,No data
1990-05-28T00:00:00,No data
1990-05-29T00:00:00,No data
1990-05-30T00:00:00,No data
1990-05-31T00:00:00,No data
1990-06-01T00:00:00,No data
1990-06-02T00:00:00,No data
1990-06-03T00:00:00,No data
1990-06-04T00:00:00,No data
1990-06-05T00:00:00,No data
1990-06-06T00:00:00,No data
1990-06-07T00:00:00,No data
1990-06-08T00:00:00,No data
1990-06-09T00:00:00,No data
1990-06-10T00:00:00,No data
1990-06-11T00:00:00,No data
1990-06-12T00:00:00,No data
1990-06-13T00:00:00,No data
1990-06-14T00:00:00,No data
1990-06-15T00:00:00,No data
1990-06-16T00:00:00,No data
1990-06-17T00:00:00,No data
1990-06-18T00:00:00,No data
1990-06-19T00:00:00,No data
1990-06-20T00:00:00,No data
1990-06-21T00:00:00,No data
1990-06-22T00:00:00,No data
1990-06-23T00:00:00,No data
1990-06-24T00:00:00,No data
1990-06-25T00:00:00,No data
1990-06-26T00:00:00,No data
1990-06-27T00:00:00,No data
1990-06-28T00:00:00,No data
1990-06-29T00:00:00,No data
1990-06-30T00:00:00,No data
1990-07-01T00:00:00,No data
1990-07-02T00:00:00,No data
1990-07-03T00:00:00,No data
1990-07-04T00:00:00,No data
1990-07-05T00:00:00,No data
1990-07-06T00:00:00,No data
1990-07-07T00:00:00,No data
1990-07-08T00:00:00,No data
1990-07-09T00:00:00,No data
1990-07-10T00:00:00,No data
1990-07-11T00:00:00,No data
1990-07-12T00:00:00,No data
1990-07-13T00:00:00,No data
1990-07-14T00:00:00,No data
1990-07-15T00:00:00,No data
1990-07-16T00:00:00,No data
1990-07-17T00:00:00,No data
1990-07-18T00:00:00,No data
1990-07-19T00:00:00,No data
1990-07-20T00:00:00,No data
1990-07-21T00:00:00,No data
1990-07-22T00:00:00,No data
1990-07-23T00:00:00,No data
1990-07-24T00:00:00,No data
1990-07-25T00:00:00,No data
1990-07-26T00:00:00,No data
1990-07-27T00:00:00,No data
1990-07-28T00:00:00,No data
1990-07-29T00:00:00,No data
1990-07-30T00:00:00,No data
1990-07-31T00:00:00,No data
1990-08-01T00:00:00,No data
1990-08-02T00:00:00,No data
1990-08-03T00:00:00,No data
1990-08-04T00:00:00,No data
1990-08-05T00:00:00,No data
1990-08-06T00:00:00,No data
1990-08-07T00:00:00,No data
1990-08-08T00:00:00,No data
1990-08-09T00:00:00,No data
1990-08-10T00:00:00,No data
1990-08-11T00:00:00,No data
1990-08-12T00:00:00,No data
1990-08-13T00:00:00,No data
1990-08-14T00:00:00,No data
1990-08-15T00:00:00,No data
1990-08-16T00:00:00,No data
1990-08-17T00:00:00,No data
1990-08-18T00:00:00,No data
1990-08-19T00:00:00,No data
1990-08-20T00:00:00,No data
1990-08-21T00:00:00,No data
1990-08-22T00:00:00,No data
1990-08-23T00:00:00,No data
1990-08-24T00:00:00,No data
1990-08-25T00:00:00,No data
1990-08-26T00:00:00,No data
1990-08-27T00:00:00,No data
1990-08-28T00:00:00,No data
1990-08-29T00:00:00,No data
1990-08-30T00:00:00,No data
1990-08-31T00:00:00,No data
1990-09-01T00:00:00,No data
