months,princeston_precip
1975-02,63.969677
1975-03,154.75862
1975-04,96.68238
1975-05,32.143444
1975-06,0.0
1975-07,0.0
1975-08,0.0
1975-09,0.0
1975-10,14.121515
1975-11,17.938524
1975-12,134.8627
1976-01,172.94571
1976-02,115.16209
1976-03,186.44467
1976-04,58.59836
1976-05,4.624591
1976-06,0.0
1976-07,0.0
1976-08,0.0
1976-09,64.90575
1976-10,56.200203
1976-11,58.131145
1976-12,45.54713
1977-01,136.44446
1977-02,82.927055
1977-03,162.26721
1977-04,13.131148
1977-05,3.0237703
1977-06,0.0
1977-07,0.0
1977-08,0.0
1977-09,55.19877
1977-10,18.746109
1977-11,13.752048
1977-12,95.5791
1978-01,311.84222
1978-02,69.48361
1978-03,71.8082
1978-04,32.12705
1978-05,0.33032784
1978-06,0.0
1978-07,0.0
1978-08,0.0
1978-09,18.061476
1978-10,28.223972
1978-11,8.711065
1978-12,42.00246
1979-01,45.883812
1979-02,29.90492
1979-03,0.7559426
1979-04,31.690577
1979-05,11.065983
1979-06,0.0
1979-07,0.0
1979-08,0.0
1979-09,37.99795
1979-10,71.42705
1979-11,73.81352
1979-12,82.81065
1980-01,107.61066
1980-02,71.186676
1980-03,44.746723
1980-04,12.331967
1980-05,0.28586066
1980-06,0.0
1980-07,0.0
1980-08,0.0
1980-09,62.741802
1980-10,7.9786887
1980-11,68.07787
1980-12,55.69201
1981-01,111.42849
1981-02,106.47459
1981-03,110.17704
1981-04,4.616803
1981-05,0.019057378
1981-06,0.0
1981-07,0.0
1981-08,0.0
1981-09,13.112705
1981-10,16.92295
1981-11,41.170086
1981-12,75.44814
1982-01,75.09877
1982-02,14.040164
1982-03,24.77459
1982-04,34.14959
1982-05,0.6161885
1982-06,0.0
1982-07,0.0
1982-08,0.0
1982-09,1.0389345
1982-10,126.85224
1982-11,61.967216
1982-12,16.687912
1983-01,45.782173
1983-02,45.006557
1983-03,17.177048
1983-04,5.508197
1983-05,8.563115
1983-06,0.0
1983-07,0.0
1983-08,0.0
1983-09,2.3053277
1983-10,25.879917
1983-11,26.68033
1983-12,70.188324
1984-01,27.82377
1984-02,8.890164
1984-03,74.92725
1984-04,6.1045084
1984-05,4.040164
1984-06,0.0
1984-07,0.0
1984-08,0.0
1984-09,5.3913937
1984-10,51.169056
1984-11,23.489754
1984-12,5.526639
1985-01,68.98135
1985-02,48.850822
1985-03,26.966188
1985-04,0.0
1985-05,0.0
1985-06,0.0
1985-07,0.0
1985-08,0.0
1985-09,3.5040984
1985-10,20.150002
1985-11,12.325819
1985-12,42.154915
1986-01,36.876026
1986-02,24.09262
1986-03,32.791393
1986-04,30.098362
1986-05,0.0
1986-06,0.0
1986-07,0.0
1986-08,0.0
1986-09,22.985655
1986-10,61.548977
1986-11,81.43032
1986-12,67.488525
1987-01,49.993855
1987-02,15.646721
1987-03,70.455124
1987-04,6.319673
1987-05,0.0
1987-06,0.0
1987-07,0.0
1987-08,0.0
1987-09,23.778688
1987-10,8.480532
1987-11,70.36475
1987-12,111.1045
1988-01,44.003483
1988-02,195.21515
1988-03,46.00451
1988-04,36.965164
1988-05,0.90840167
1988-06,0.0
1988-07,0.0
1988-08,0.0
1988-09,30.485657
1988-10,61.282173
1988-11,35.03484
1988-12,41.354507
1989-01,60.920082
1989-02,102.56147
1989-03,5.850615
1989-04,71.29303
1989-05,13.270287
1989-06,0.0
1989-07,0.0
1989-08,0.0
1989-09,0.28893444
1989-10,10.761065
1989-11,76.18032
1989-12,44.88647
1990-01,54.45963
1990-02,57.451633
1990-03,45.44549
1990-04,29.61885
1990-05,14.2041
1990-06,0.0
1990-07,0.0
1990-08,0.0
1990-09,0.5163934
1990-10,24.425207
1990-11,6.479509
1990-12,20.06742
1991-01,160.97768
1991-02,55.72459
1991-03,74.86373
1991-04,0.0
1991-05,0.0
1991-06,0.0
1991-07,0.0
1991-08,0.0
1991-09,8.815574
1991-10,54.497753
1991-11,30.72541
1991-12,52.26168
1992-01,16.878483
1992-02,23.592213
1992-03,3.0936475
1992-04,24.60246
1992-05,0.0
1992-06,0.0
