stn_name,MOLEPOLOLE POLICE STN.
2002-10-16T00:00:00,No data
2002-10-17T00:00:00,No data
2002-10-18T00:00:00,No data
2002-10-19T00:00:00,No data
2002-10-20T00:00:00,No data
2002-10-21T00:00:00,No data
2002-10-22T00:00:00,No data
2002-10-23T00:00:00,No data
2002-10-24T00:00:00,No data
2002-10-25T00:00:00,No data
2002-10-26T00:00:00,No data
2002-10-27T00:00:00,No data
2002-10-28T00:00:00,No data
2002-10-29T00:00:00,14.65773487
2002-10-30T00:00:00,No data
2002-10-31T00:00:00,No data
2002-11-01T00:00:00,No data
2002-11-02T00:00:00,10.10457897
2002-11-03T00:00:00,No data
2002-11-04T00:00:00,No data
2002-11-05T00:00:00,No data
2002-11-06T00:00:00,No data
2002-11-07T00:00:00,No data
2002-11-08T00:00:00,No data
2002-11-09T00:00:00,No data
2002-11-10T00:00:00,No data
2002-11-11T00:00:00,No data
2002-11-12T00:00:00,No data
2002-11-13T00:00:00,No data
2002-11-14T00:00:00,No data
2002-11-15T00:00:00,No data
2002-11-16T00:00:00,No data
2002-11-17T00:00:00,No data
2002-11-18T00:00:00,2.441892862
2002-11-19T00:00:00,No data
2002-11-20T00:00:00,2.441892862
2002-11-21T00:00:00,No data
2002-11-22T00:00:00,No data
2002-11-23T00:00:00,No data
2002-11-24T00:00:00,No data
2002-11-25T00:00:00,No data
2002-11-26T00:00:00,No data
2002-11-27T00:00:00,No data
2002-11-28T00:00:00,No data
2002-11-29T00:00:00,No data
2002-11-30T00:00:00,No data
2002-12-01T00:00:00,No data
2002-12-02T00:00:00,4.085244179
2002-12-03T00:00:00,No data
2002-12-04T00:00:00,8.170488358
2002-12-05T00:00:00,No data
2002-12-06T00:00:00,No data
2002-12-07T00:00:00,No data
2002-12-08T00:00:00,No data
2002-12-09T00:00:00,No data
2002-12-10T00:00:00,31.5891037
2002-12-11T00:00:00,No data
2002-12-12T00:00:00,No data
2002-12-13T00:00:00,No data
2002-12-14T00:00:00,No data
2002-12-15T00:00:00,No data
2002-12-16T00:00:00,No data
2002-12-17T00:00:00,5.829444885
2002-12-18T00:00:00,5.829444885
2002-12-19T00:00:00,5.829444885
2002-12-20T00:00:00,No data
2002-12-21T00:00:00,No data
2002-12-22T00:00:00,No data
2002-12-23T00:00:00,No data
2002-12-24T00:00:00,No data
2002-12-25T00:00:00,No data
2002-12-26T00:00:00,6.781022072
2002-12-27T00:00:00,10.17153358
2002-12-28T00:00:00,10.17153358
2002-12-29T00:00:00,No data
2002-12-30T00:00:00,No data
2002-12-31T00:00:00,No data
2003-01-01T00:00:00,No data
2003-01-02T00:00:00,No data
2003-01-03T00:00:00,No data
2003-01-04T00:00:00,No data
2003-01-05T00:00:00,8.900641441
2003-01-06T00:00:00,8.202295303
2003-01-07T00:00:00,No data
2003-01-08T00:00:00,16.40459061
2003-01-09T00:00:00,No data
2003-01-10T00:00:00,No data
2003-01-11T00:00:00,No data
2003-01-12T00:00:00,No data
2003-01-13T00:00:00,No data
2003-01-14T00:00:00,No data
2003-01-15T00:00:00,No data
2003-01-16T00:00:00,No data
2003-01-17T00:00:00,14.44010258
2003-01-18T00:00:00,4.813367844
2003-01-19T00:00:00,14.44010258
2003-01-20T00:00:00,No data
2003-01-21T00:00:00,No data
2003-01-22T00:00:00,No data
2003-01-23T00:00:00,No data
2003-01-24T00:00:00,No data
2003-01-25T00:00:00,No data
2003-01-26T00:00:00,No data
2003-01-27T00:00:00,No data
2003-01-28T00:00:00,No data
2003-01-29T00:00:00,No data
2003-01-30T00:00:00,No data
2003-01-31T00:00:00,No data
2003-02-01T00:00:00,No data
2003-02-02T00:00:00,No data
2003-02-03T00:00:00,No data
2003-02-04T00:00:00,No data
2003-02-05T00:00:00,No data
2003-02-06T00:00:00,No data
2003-02-07T00:00:00,No data
2003-02-08T00:00:00,No data
2003-02-09T00:00:00,No data
2003-02-10T00:00:00,7.691009045
2003-02-11T00:00:00,No data
2003-02-12T00:00:00,No data
2003-02-13T00:00:00,No data
2003-02-14T00:00:00,No data
2003-02-15T00:00:00,No data
2003-02-16T00:00:00,No data
2003-02-17T00:00:00,No data
2003-02-18T00:00:00,No data
2003-02-19T00:00:00,No data
2003-02-20T00:00:00,37.92919922
2003-02-21T00:00:00,No data
2003-02-22T00:00:00,No data
2003-02-23T00:00:00,No data
2003-02-24T00:00:00,No data
2003-02-25T00:00:00,No data
2003-02-26T00:00:00,No data
2003-02-27T00:00:00,No data
2003-02-28T00:00:00,No data
2003-03-01T00:00:00,No data
2003-03-02T00:00:00,No data
2003-03-03T00:00:00,No data
2003-03-04T00:00:00,No data
2003-03-05T00:00:00,No data
2003-03-06T00:00:00,No data
2003-03-07T00:00:00,No data
2003-03-08T00:00:00,No data
2003-03-09T00:00:00,No data
2003-03-10T00:00:00,No data
2003-03-11T00:00:00,No data
2003-03-12T00:00:00,No data
2003-03-13T00:00:00,No data
2003-03-14T00:00:00,No data
2003-03-15T00:00:00,No data
2003-03-16T00:00:00,No data
2003-03-17T00:00:00,No data
2003-03-18T00:00:00,17.60556221
2003-03-19T00:00:00,No data
2003-03-20T00:00:00,No data
2003-03-21T00:00:00,No data
2003-03-22T00:00:00,No data
2003-03-23T00:00:00,No data
2003-03-24T00:00:00,No data
2003-03-25T00:00:00,No data
2003-03-26T00:00:00,No data
2003-03-27T00:00:00,No data
2003-03-28T00:00:00,No data
2003-03-29T00:00:00,No data
2003-03-30T00:00:00,No data
2003-03-31T00:00:00,No data
2003-04-01T00:00:00,No data
2003-04-02T00:00:00,No data
2003-04-03T00:00:00,No data
2003-04-04T00:00:00,No data
2003-04-05T00:00:00,No data
2003-04-06T00:00:00,No data
2003-04-07T00:00:00,No data
2003-04-08T00:00:00,No data
2003-04-09T00:00:00,No data
2003-04-10T00:00:00,No data
2003-04-11T00:00:00,13.8963728
2003-04-12T00:00:00,No data
2003-04-13T00:00:00,No data
2003-04-14T00:00:00,No data
2003-04-15T00:00:00,No data
2003-04-16T00:00:00,No data
2003-04-17T00:00:00,3.479965687
2003-04-18T00:00:00,No data
2003-04-19T00:00:00,No data
2003-04-20T00:00:00,No data
2003-04-21T00:00:00,No data
2003-04-22T00:00:00,No data
2003-04-23T00:00:00,No data
2003-04-24T00:00:00,No data
2003-04-25T00:00:00,No data
2003-04-26T00:00:00,No data
2003-04-27T00:00:00,No data
2003-04-28T00:00:00,No data
2003-04-29T00:00:00,No data
2003-04-30T00:00:00,No data
2003-05-01T00:00:00,No data
2003-05-02T00:00:00,No data
2003-05-03T00:00:00,No data
2003-05-04T00:00:00,No data
2003-05-05T00:00:00,No data
2003-05-06T00:00:00,No data
2003-05-07T00:00:00,No data
2003-05-08T00:00:00,No data
2003-05-09T00:00:00,No data
2003-05-10T00:00:00,No data
2003-05-11T00:00:00,No data
2003-05-12T00:00:00,No data
2003-05-13T00:00:00,No data
2003-05-14T00:00:00,No data
2003-05-15T00:00:00,No data
2003-05-16T00:00:00,No data
2003-05-17T00:00:00,No data
2003-05-18T00:00:00,No data
2003-05-19T00:00:00,No data
2003-05-20T00:00:00,No data
2003-05-21T00:00:00,No data
2003-05-22T00:00:00,No data
2003-05-23T00:00:00,No data
2003-05-24T00:00:00,No data
2003-05-25T00:00:00,No data
2003-05-26T00:00:00,No data
2003-05-27T00:00:00,No data
2003-05-28T00:00:00,No data
2003-05-29T00:00:00,No data
2003-05-30T00:00:00,No data
2003-05-31T00:00:00,No data
2003-06-01T00:00:00,No data
2003-06-02T00:00:00,No data
2003-06-03T00:00:00,No data
2003-06-04T00:00:00,No data
2003-06-05T00:00:00,No data
2003-06-06T00:00:00,No data
2003-06-07T00:00:00,No data
2003-06-08T00:00:00,2.421971321
2003-06-09T00:00:00,No data
2003-06-10T00:00:00,No data
2003-06-11T00:00:00,No data
2003-06-12T00:00:00,No data
2003-06-13T00:00:00,No data
2003-06-14T00:00:00,No data
2003-06-15T00:00:00,No data
2003-06-16T00:00:00,No data
2003-06-17T00:00:00,No data
2003-06-18T00:00:00,No data
2003-06-19T00:00:00,No data
2003-06-20T00:00:00,No data
2003-06-21T00:00:00,No data
2003-06-22T00:00:00,No data
2003-06-23T00:00:00,No data
2003-06-24T00:00:00,No data
2003-06-25T00:00:00,No data
2003-06-26T00:00:00,No data
2003-06-27T00:00:00,No data
2003-06-28T00:00:00,No data
2003-06-29T00:00:00,No data
2003-06-30T00:00:00,No data
2003-07-01T00:00:00,No data
2003-07-02T00:00:00,No data
2003-07-03T00:00:00,No data
2003-07-04T00:00:00,No data
2003-07-05T00:00:00,No data
2003-07-06T00:00:00,No data
2003-07-07T00:00:00,No data
2003-07-08T00:00:00,No data
2003-07-09T00:00:00,No data
2003-07-10T00:00:00,No data
2003-07-11T00:00:00,No data
2003-07-12T00:00:00,No data
2003-07-13T00:00:00,No data
2003-07-14T00:00:00,No data
2003-07-15T00:00:00,No data
2003-07-16T00:00:00,No data
2003-07-17T00:00:00,No data
2003-07-18T00:00:00,No data
2003-07-19T00:00:00,No data
2003-07-20T00:00:00,No data
2003-07-21T00:00:00,No data
2003-07-22T00:00:00,No data
2003-07-23T00:00:00,No data
2003-07-24T00:00:00,No data
2003-07-25T00:00:00,No data
2003-07-26T00:00:00,No data
2003-07-27T00:00:00,No data
2003-07-28T00:00:00,No data
2003-07-29T00:00:00,No data
2003-07-30T00:00:00,No data
2003-07-31T00:00:00,No data
2003-08-01T00:00:00,No data
2003-08-02T00:00:00,No data
2003-08-03T00:00:00,No data
2003-08-04T00:00:00,No data
2003-08-05T00:00:00,No data
2003-08-06T00:00:00,No data
2003-08-07T00:00:00,No data
2003-08-08T00:00:00,No data
2003-08-09T00:00:00,No data
2003-08-10T00:00:00,No data
2003-08-11T00:00:00,No data
2003-08-12T00:00:00,No data
2003-08-13T00:00:00,No data
2003-08-14T00:00:00,No data
2003-08-15T00:00:00,No data
2003-08-16T00:00:00,No data
2003-08-17T00:00:00,No data
2003-08-18T00:00:00,No data
2003-08-19T00:00:00,No data
2003-08-20T00:00:00,No data
2003-08-21T00:00:00,No data
2003-08-22T00:00:00,No data
2003-08-23T00:00:00,No data
2003-08-24T00:00:00,No data
2003-08-25T00:00:00,No data
2003-08-26T00:00:00,No data
2003-08-27T00:00:00,No data
2003-08-28T00:00:00,No data
2003-08-29T00:00:00,No data
2003-08-30T00:00:00,No data
2003-08-31T00:00:00,No data
2003-09-01T00:00:00,No data
2003-09-02T00:00:00,No data
2003-09-03T00:00:00,No data
2003-09-04T00:00:00,No data
2003-09-05T00:00:00,No data
2003-09-06T00:00:00,No data
2003-09-07T00:00:00,3.811296701
2003-09-08T00:00:00,No data
2003-09-09T00:00:00,No data
2003-09-10T00:00:00,No data
2003-09-11T00:00:00,No data
2003-09-12T00:00:00,No data
2003-09-13T00:00:00,No data
2003-09-14T00:00:00,No data
2003-09-15T00:00:00,3.346345425
2003-09-16T00:00:00,No data
2003-09-17T00:00:00,No data
2003-09-18T00:00:00,No data
2003-09-19T00:00:00,No data
2003-09-20T00:00:00,No data
2003-09-21T00:00:00,No data
2003-09-22T00:00:00,No data
2003-09-23T00:00:00,No data
2003-09-24T00:00:00,No data
2003-09-25T00:00:00,No data
2003-09-26T00:00:00,No data
2003-09-27T00:00:00,No data
2003-09-28T00:00:00,No data
2003-09-29T00:00:00,No data
2003-09-30T00:00:00,No data
2003-10-01T00:00:00,No data
2003-10-02T00:00:00,No data
2003-10-03T00:00:00,No data
2003-10-04T00:00:00,No data
2003-10-05T00:00:00,No data
2003-10-06T00:00:00,No data
2003-10-07T00:00:00,No data
2003-10-08T00:00:00,No data
2003-10-09T00:00:00,No data
2003-10-10T00:00:00,No data
2003-10-11T00:00:00,No data
2003-10-12T00:00:00,No data
2003-10-13T00:00:00,No data
2003-10-14T00:00:00,No data
2003-10-15T00:00:00,No data
2003-10-16T00:00:00,No data
2003-10-17T00:00:00,No data
2003-10-18T00:00:00,No data
2003-10-19T00:00:00,11.53091049
2003-10-20T00:00:00,11.06132412
2003-10-21T00:00:00,2.244537354
2003-10-22T00:00:00,0.696580529
2003-10-23T00:00:00,No data
2003-10-24T00:00:00,No data
2003-10-25T00:00:00,No data
2003-10-26T00:00:00,No data
2003-10-27T00:00:00,No data
2003-10-28T00:00:00,No data
2003-10-29T00:00:00,No data
2003-10-30T00:00:00,No data
2003-10-31T00:00:00,No data
2003-11-01T00:00:00,No data
2003-11-02T00:00:00,No data
2003-11-03T00:00:00,No data
2003-11-04T00:00:00,5.647238255
2003-11-05T00:00:00,11.29447651
2003-11-06T00:00:00,No data
2003-11-07T00:00:00,No data
2003-11-08T00:00:00,No data
2003-11-09T00:00:00,No data
2003-11-10T00:00:00,No data
2003-11-11T00:00:00,No data
2003-11-12T00:00:00,No data
2003-11-13T00:00:00,4.963396072
2003-11-14T00:00:00,9.926792145
2003-11-15T00:00:00,4.963396072
2003-11-16T00:00:00,No data
2003-11-17T00:00:00,No data
2003-11-18T00:00:00,3.877320528
2003-11-19T00:00:00,No data
2003-11-20T00:00:00,No data
2003-11-21T00:00:00,4.802641392
2003-11-22T00:00:00,4.802641392
2003-11-23T00:00:00,4.802641392
2003-11-24T00:00:00,No data
2003-11-25T00:00:00,4.802641392
2003-11-26T00:00:00,No data
2003-11-27T00:00:00,No data
2003-11-28T00:00:00,No data
2003-11-29T00:00:00,No data
2003-11-30T00:00:00,No data
2003-12-01T00:00:00,No data
2003-12-02T00:00:00,No data
2003-12-03T00:00:00,No data
2003-12-04T00:00:00,No data
2003-12-05T00:00:00,No data
2003-12-06T00:00:00,No data
2003-12-07T00:00:00,No data
2003-12-08T00:00:00,3.940791845
2003-12-09T00:00:00,No data
2003-12-10T00:00:00,No data
2003-12-11T00:00:00,No data
2003-12-12T00:00:00,1.861269116
2003-12-13T00:00:00,No data
2003-12-14T00:00:00,No data
2003-12-15T00:00:00,No data
2003-12-16T00:00:00,No data
2003-12-17T00:00:00,No data
2003-12-18T00:00:00,4.506318092
2003-12-19T00:00:00,No data
2003-12-20T00:00:00,4.506318092
2003-12-21T00:00:00,7.67330265
2003-12-22T00:00:00,No data
2003-12-23T00:00:00,11.50995445
2003-12-24T00:00:00,3.836651325
2003-12-25T00:00:00,No data
2003-12-26T00:00:00,4.811233521
2003-12-27T00:00:00,No data
2003-12-28T00:00:00,No data
2003-12-29T00:00:00,No data
2003-12-30T00:00:00,No data
2003-12-31T00:00:00,No data
2004-01-01T00:00:00,8.920870781
2004-01-02T00:00:00,8.920870781
2004-01-03T00:00:00,No data
2004-01-04T00:00:00,8.920870781
2004-01-05T00:00:00,No data
2004-01-06T00:00:00,No data
2004-01-07T00:00:00,No data
2004-01-08T00:00:00,No data
2004-01-09T00:00:00,3.432018042
2004-01-10T00:00:00,No data
2004-01-11T00:00:00,4.879419804
2004-01-12T00:00:00,No data
2004-01-13T00:00:00,No data
2004-01-14T00:00:00,No data
2004-01-15T00:00:00,9.758839607
2004-01-16T00:00:00,No data
2004-01-17T00:00:00,No data
2004-01-18T00:00:00,No data
2004-01-19T00:00:00,No data
2004-01-20T00:00:00,No data
2004-01-21T00:00:00,No data
2004-01-22T00:00:00,No data
2004-01-23T00:00:00,No data
2004-01-24T00:00:00,No data
2004-01-25T00:00:00,No data
2004-01-26T00:00:00,No data
2004-01-27T00:00:00,No data
2004-01-28T00:00:00,No data
2004-01-29T00:00:00,No data
2004-01-30T00:00:00,No data
2004-01-31T00:00:00,No data
2004-02-01T00:00:00,No data
2004-02-02T00:00:00,No data
2004-02-03T00:00:00,No data
2004-02-04T00:00:00,No data
2004-02-05T00:00:00,No data
2004-02-06T00:00:00,6.502488613
2004-02-07T00:00:00,No data
2004-02-08T00:00:00,3.251244307
2004-02-09T00:00:00,No data
2004-02-10T00:00:00,No data
2004-02-11T00:00:00,No data
2004-02-12T00:00:00,No data
2004-02-13T00:00:00,6.26576519
2004-02-14T00:00:00,18.79729652
2004-02-15T00:00:00,No data
2004-02-16T00:00:00,No data
2004-02-17T00:00:00,No data
2004-02-18T00:00:00,No data
2004-02-19T00:00:00,No data
2004-02-20T00:00:00,No data
2004-02-21T00:00:00,No data
2004-02-22T00:00:00,No data
2004-02-23T00:00:00,4.46217823
2004-02-24T00:00:00,11.1554451
2004-02-25T00:00:00,6.693267345
2004-02-26T00:00:00,18.29585266
2004-02-27T00:00:00,No data
2004-02-28T00:00:00,No data
2004-02-29T00:00:00,No data
2004-03-01T00:00:00,No data
2004-03-02T00:00:00,No data
2004-03-03T00:00:00,No data
2004-03-04T00:00:00,No data
2004-03-05T00:00:00,9.362547874
2004-03-06T00:00:00,No data
2004-03-07T00:00:00,No data
2004-03-08T00:00:00,No data
2004-03-09T00:00:00,No data
2004-03-10T00:00:00,No data
2004-03-11T00:00:00,No data
2004-03-12T00:00:00,No data
2004-03-13T00:00:00,No data
2004-03-14T00:00:00,No data
2004-03-15T00:00:00,No data
2004-03-16T00:00:00,No data
2004-03-17T00:00:00,No data
2004-03-18T00:00:00,No data
2004-03-19T00:00:00,No data
2004-03-20T00:00:00,No data
2004-03-21T00:00:00,No data
2004-03-22T00:00:00,15.33425713
2004-03-23T00:00:00,7.667128563
2004-03-24T00:00:00,7.667128563
2004-03-25T00:00:00,No data
2004-03-26T00:00:00,No data
2004-03-27T00:00:00,No data
2004-03-28T00:00:00,No data
2004-03-29T00:00:00,No data
2004-03-30T00:00:00,No data
2004-03-31T00:00:00,No data
2004-04-01T00:00:00,No data
2004-04-02T00:00:00,No data
2004-04-03T00:00:00,No data
2004-04-04T00:00:00,5.386832237
2004-04-05T00:00:00,No data
2004-04-06T00:00:00,No data
2004-04-07T00:00:00,No data
2004-04-08T00:00:00,No data
2004-04-09T00:00:00,No data
2004-04-10T00:00:00,No data
2004-04-11T00:00:00,No data
2004-04-12T00:00:00,No data
2004-04-13T00:00:00,No data
2004-04-14T00:00:00,No data
2004-04-15T00:00:00,No data
2004-04-16T00:00:00,No data
2004-04-17T00:00:00,No data
2004-04-18T00:00:00,No data
2004-04-19T00:00:00,No data
2004-04-20T00:00:00,26.72460175
2004-04-21T00:00:00,No data
2004-04-22T00:00:00,No data
2004-04-23T00:00:00,No data
2004-04-24T00:00:00,No data
2004-04-25T00:00:00,No data
2004-04-26T00:00:00,No data
2004-04-27T00:00:00,No data
2004-04-28T00:00:00,No data
2004-04-29T00:00:00,No data
2004-04-30T00:00:00,No data
2004-05-01T00:00:00,No data
2004-05-02T00:00:00,No data
2004-05-03T00:00:00,No data
2004-05-04T00:00:00,No data
2004-05-05T00:00:00,No data
2004-05-06T00:00:00,No data
2004-05-07T00:00:00,No data
2004-05-08T00:00:00,No data
2004-05-09T00:00:00,No data
2004-05-10T00:00:00,No data
2004-05-11T00:00:00,No data
2004-05-12T00:00:00,No data
2004-05-13T00:00:00,No data
2004-05-14T00:00:00,No data
2004-05-15T00:00:00,No data
2004-05-16T00:00:00,No data
2004-05-17T00:00:00,No data
2004-05-18T00:00:00,No data
2004-05-19T00:00:00,No data
2004-05-20T00:00:00,No data
2004-05-21T00:00:00,No data
2004-05-22T00:00:00,No data
2004-05-23T00:00:00,No data
2004-05-24T00:00:00,No data
2004-05-25T00:00:00,No data
2004-05-26T00:00:00,No data
2004-05-27T00:00:00,No data
2004-05-28T00:00:00,No data
2004-05-29T00:00:00,No data
2004-05-30T00:00:00,No data
2004-05-31T00:00:00,No data
2004-06-01T00:00:00,No data
2004-06-02T00:00:00,No data
2004-06-03T00:00:00,No data
2004-06-04T00:00:00,No data
2004-06-05T00:00:00,No data
2004-06-06T00:00:00,No data
2004-06-07T00:00:00,No data
2004-06-08T00:00:00,No data
2004-06-09T00:00:00,No data
2004-06-10T00:00:00,No data
2004-06-11T00:00:00,No data
2004-06-12T00:00:00,No data
2004-06-13T00:00:00,No data
2004-06-14T00:00:00,No data
2004-06-15T00:00:00,No data
2004-06-16T00:00:00,No data
2004-06-17T00:00:00,No data
2004-06-18T00:00:00,No data
2004-06-19T00:00:00,No data
2004-06-20T00:00:00,No data
2004-06-21T00:00:00,No data
2004-06-22T00:00:00,No data
2004-06-23T00:00:00,No data
2004-06-24T00:00:00,No data
2004-06-25T00:00:00,No data
2004-06-26T00:00:00,No data
2004-06-27T00:00:00,No data
2004-06-28T00:00:00,No data
2004-06-29T00:00:00,No data
2004-06-30T00:00:00,No data
2004-07-01T00:00:00,No data
2004-07-02T00:00:00,No data
2004-07-03T00:00:00,No data
2004-07-04T00:00:00,No data
2004-07-05T00:00:00,No data
2004-07-06T00:00:00,No data
2004-07-07T00:00:00,No data
2004-07-08T00:00:00,No data
2004-07-09T00:00:00,No data
2004-07-10T00:00:00,No data
2004-07-11T00:00:00,No data
2004-07-12T00:00:00,No data
2004-07-13T00:00:00,No data
2004-07-14T00:00:00,No data
2004-07-15T00:00:00,No data
2004-07-16T00:00:00,No data
2004-07-17T00:00:00,No data
2004-07-18T00:00:00,No data
2004-07-19T00:00:00,No data
2004-07-20T00:00:00,No data
2004-07-21T00:00:00,No data
2004-07-22T00:00:00,No data
2004-07-23T00:00:00,No data
2004-07-24T00:00:00,No data
2004-07-25T00:00:00,No data
2004-07-26T00:00:00,No data
2004-07-27T00:00:00,No data
2004-07-28T00:00:00,No data
2004-07-29T00:00:00,No data
2004-07-30T00:00:00,No data
2004-07-31T00:00:00,No data
2004-08-01T00:00:00,No data
2004-08-02T00:00:00,No data
2004-08-03T00:00:00,No data
2004-08-04T00:00:00,No data
2004-08-05T00:00:00,No data
2004-08-06T00:00:00,No data
2004-08-07T00:00:00,No data
2004-08-08T00:00:00,No data
2004-08-09T00:00:00,No data
2004-08-10T00:00:00,No data
2004-08-11T00:00:00,No data
2004-08-12T00:00:00,No data
2004-08-13T00:00:00,No data
2004-08-14T00:00:00,No data
2004-08-15T00:00:00,No data
2004-08-16T00:00:00,No data
2004-08-17T00:00:00,No data
2004-08-18T00:00:00,No data
2004-08-19T00:00:00,No data
2004-08-20T00:00:00,No data
2004-08-21T00:00:00,No data
2004-08-22T00:00:00,No data
2004-08-23T00:00:00,No data
2004-08-24T00:00:00,No data
2004-08-25T00:00:00,No data
2004-08-26T00:00:00,No data
2004-08-27T00:00:00,No data
2004-08-28T00:00:00,No data
2004-08-29T00:00:00,No data
2004-08-30T00:00:00,No data
2004-08-31T00:00:00,No data
2004-09-01T00:00:00,No data
2004-09-02T00:00:00,No data
2004-09-03T00:00:00,No data
2004-09-04T00:00:00,No data
2004-09-05T00:00:00,No data
2004-09-06T00:00:00,No data
2004-09-07T00:00:00,No data
2004-09-08T00:00:00,No data
2004-09-09T00:00:00,No data
2004-09-10T00:00:00,1.874254823
2004-09-11T00:00:00,No data
2004-09-12T00:00:00,No data
2004-09-13T00:00:00,No data
2004-09-14T00:00:00,No data
2004-09-15T00:00:00,No data
2004-09-16T00:00:00,No data
2004-09-17T00:00:00,No data
2004-09-18T00:00:00,No data
2004-09-19T00:00:00,No data
2004-09-20T00:00:00,No data
2004-09-21T00:00:00,5.37536335
2004-09-22T00:00:00,No data
2004-09-23T00:00:00,No data
2004-09-24T00:00:00,No data
2004-09-25T00:00:00,No data
2004-09-26T00:00:00,No data
2004-09-27T00:00:00,No data
2004-09-28T00:00:00,No data
2004-09-29T00:00:00,No data
2004-09-30T00:00:00,No data
2004-10-01T00:00:00,No data
2004-10-02T00:00:00,No data
2004-10-03T00:00:00,No data
2004-10-04T00:00:00,No data
2004-10-05T00:00:00,No data
2004-10-06T00:00:00,No data
2004-10-07T00:00:00,No data
2004-10-08T00:00:00,No data
2004-10-09T00:00:00,No data
2004-10-10T00:00:00,No data
2004-10-11T00:00:00,11.43790436
2004-10-12T00:00:00,11.43790436
2004-10-13T00:00:00,No data
2004-10-14T00:00:00,No data
2004-10-15T00:00:00,No data
2004-10-16T00:00:00,No data
2004-10-17T00:00:00,No data
2004-10-18T00:00:00,No data
2004-10-19T00:00:00,No data
2004-10-20T00:00:00,No data
2004-10-21T00:00:00,No data
2004-10-22T00:00:00,No data
2004-10-23T00:00:00,No data
2004-10-24T00:00:00,No data
2004-10-25T00:00:00,No data
2004-10-26T00:00:00,No data
2004-10-27T00:00:00,No data
2004-10-28T00:00:00,No data
2004-10-29T00:00:00,No data
2004-10-30T00:00:00,No data
2004-10-31T00:00:00,No data
2004-11-01T00:00:00,No data
2004-11-02T00:00:00,No data
2004-11-03T00:00:00,No data
2004-11-04T00:00:00,No data
2004-11-05T00:00:00,No data
2004-11-06T00:00:00,No data
2004-11-07T00:00:00,No data
2004-11-08T00:00:00,5.674126625
2004-11-09T00:00:00,No data
2004-11-10T00:00:00,No data
2004-11-11T00:00:00,No data
2004-11-12T00:00:00,7.190289497
2004-11-13T00:00:00,2.396763086
2004-11-14T00:00:00,2.396763086
2004-11-15T00:00:00,2.396763086
2004-11-16T00:00:00,No data
2004-11-17T00:00:00,No data
2004-11-18T00:00:00,No data
2004-11-19T00:00:00,No data
2004-11-20T00:00:00,No data
2004-11-21T00:00:00,6.520449162
2004-11-22T00:00:00,No data
2004-11-23T00:00:00,No data
2004-11-24T00:00:00,No data
2004-11-25T00:00:00,No data
2004-11-26T00:00:00,No data
2004-11-27T00:00:00,7.734656811
2004-11-28T00:00:00,3.383911848
2004-11-29T00:00:00,No data
2004-11-30T00:00:00,6.767823696
2004-12-01T00:00:00,7.492735863
2004-12-02T00:00:00,2.497578621
2004-12-03T00:00:00,No data
2004-12-04T00:00:00,4.995157242
2004-12-05T00:00:00,2.497578621
2004-12-06T00:00:00,No data
2004-12-07T00:00:00,19.50294685
2004-12-08T00:00:00,No data
2004-12-09T00:00:00,No data
2004-12-10T00:00:00,No data
2004-12-11T00:00:00,No data
2004-12-12T00:00:00,No data
2004-12-13T00:00:00,No data
2004-12-14T00:00:00,No data
2004-12-15T00:00:00,No data
2004-12-16T00:00:00,No data
2004-12-17T00:00:00,13.08154869
2004-12-18T00:00:00,No data
2004-12-19T00:00:00,7.475171089
2004-12-20T00:00:00,No data
2004-12-21T00:00:00,No data
2004-12-22T00:00:00,9.085741997
2004-12-23T00:00:00,4.542870998
2004-12-24T00:00:00,4.542870998
2004-12-25T00:00:00,No data
2004-12-26T00:00:00,No data
2004-12-27T00:00:00,No data
2004-12-28T00:00:00,No data
2004-12-29T00:00:00,No data
2004-12-30T00:00:00,No data
2004-12-31T00:00:00,14.66559887
2005-01-01T00:00:00,No data
2005-01-02T00:00:00,No data
2005-01-03T00:00:00,No data
2005-01-04T00:00:00,No data
2005-01-05T00:00:00,No data
2005-01-06T00:00:00,No data
2005-01-07T00:00:00,No data
2005-01-08T00:00:00,4.776286125
2005-01-09T00:00:00,9.55257225
2005-01-10T00:00:00,No data
2005-01-11T00:00:00,No data
2005-01-12T00:00:00,No data
2005-01-13T00:00:00,No data
2005-01-14T00:00:00,10.56266499
2005-01-15T00:00:00,No data
2005-01-16T00:00:00,No data
2005-01-17T00:00:00,No data
2005-01-18T00:00:00,No data
2005-01-19T00:00:00,No data
2005-01-20T00:00:00,21.96981812
2005-01-21T00:00:00,No data
2005-01-22T00:00:00,9.539952278
2005-01-23T00:00:00,9.539952278
2005-01-24T00:00:00,No data
2005-01-25T00:00:00,No data
2005-01-26T00:00:00,No data
2005-01-27T00:00:00,4.431977272
2005-01-28T00:00:00,No data
2005-01-29T00:00:00,No data
2005-01-30T00:00:00,No data
2005-01-31T00:00:00,No data
2005-02-01T00:00:00,No data
2005-02-02T00:00:00,No data
2005-02-03T00:00:00,No data
2005-02-04T00:00:00,No data
2005-02-05T00:00:00,No data
2005-02-06T00:00:00,No data
2005-02-07T00:00:00,No data
2005-02-08T00:00:00,No data
2005-02-09T00:00:00,No data
2005-02-10T00:00:00,No data
2005-02-11T00:00:00,4.781393528
2005-02-12T00:00:00,No data
2005-02-13T00:00:00,No data
2005-02-14T00:00:00,No data
2005-02-15T00:00:00,No data
